commentID,body,score,classification,toxicity_level,emotion,emotion_score
0013fed3aeae76b7,DJ Robinson is gay as hell! he sucks his dick so much!!!!!,0.7754061222076416,Toxic,High Toxic,anger,0.5415394902229309
001421530a1aa622,I have been perfectly civil in what quite clearly idiotic trolling.,-0.42902806401252747,Non-Toxic,Non-Toxic,joy,0.477701872587204
001426f56de6a49b,"*I agree with Billfruge. The author describes the unverifiable nature of the two competing etymology theories sufficiently well so as not to mislead any reader, renders an opinion as to which of the two is more likely (and it is clear that this is the author's opinion), and presents the reader with the opportunity to accept either or neither of the two.",-0.14586623013019562,Non-Toxic,Non-Toxic,joy,0.9288211464881897
0016b94c8b20ffa6,I WILL BURN YOU TO HELL IF YOU REVOKE MY TALK PAGE ACCESS!!!!!!!!!!!!!,-0.3288039267063141,Non-Toxic,Non-Toxic,anger,0.8706393837928772
0017d4d47894af05,"Fuck off, you anti-semitic cunt.  |",0.8692770004272461,Toxic,High Toxic,anger,0.9639013409614563
00199e012d99a8b9,"Her body is perfect. Face, boobs, hips, all of it.",-0.0705372765660286,Non-Toxic,Non-Toxic,joy,0.9950125813484192
001a9a0fce445525,"I am simply relating that the research and professional organizations are essentially unanimous in indicating that these laws are not having the intended effects, and that they may even be making the problem worse. You are entitled to your opinion, of course, but your comment is making me concerned about your ability to keep your biases out of your edits.",0.22227197885513306,Toxic,Low Toxic,joy,0.9174196124076843
001acc29b248cb6d,REDIRECT Talk:Kemp's thicket rat,-0.1499832272529602,Non-Toxic,Non-Toxic,anger,0.39484211802482605
001af79497a01e91,"um, taking a shot here... Um lets say Three separate people whos wills are to each other.",-0.400635689496994,Non-Toxic,Non-Toxic,anger,0.4372453987598419
001d739c97bc2ae4,"How dare you vandalize that page about the HMS Beagle! Don't vandalize again, demon!",-0.024446867406368256,Non-Toxic,Non-Toxic,anger,0.9719455242156982
001deac5571d5186,"""I moved this from """"Quebec diaspora"""" to this title because disapora is a description applicable only to Jews.  """,0.06504538655281067,Toxic,Low Toxic,joy,0.45301342010498047
001e131e1a08845a,knock it off you bloody CWI trot,0.3920730948448181,Toxic,Low Toxic,anger,0.9637756943702698
001eff4007dbb65b,"No, he is an arrogant, self serving, immature idiot. Get it right.",0.2695404291152954,Toxic,Low Toxic,anger,0.9697717428207397
002093eb829e4e1b,"*That's not a very good reason not to move it, though. People don't use 'color' in the UK either, do they? Keeping it at Cor anglais is right per ENGVAR, however.",-0.28371986746788025,Non-Toxic,Non-Toxic,joy,0.6694791913032532
002261b0415c4f9d,"You're funny.  Ugly?  We're dudes on computers, moron.  You are quite astonishingly stupid.",0.5125701427459717,Toxic,High Toxic,anger,0.6165574193000793
0023317d123b6fcb,"It might not have been your intention, but your recent edit removed content from . Please be careful not to remove content from Wikipedia without a valid reason, which you should specify in the edit summary or on the article's talk page. Take a look at our welcome page to learn more about contributing to this encyclopedia. Thank you.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.  ||Suggestions?",-0.12808114290237427,Non-Toxic,Non-Toxic,joy,0.5739327669143677
00260d8dfcc29827,Stone Sour sucks anus,0.1442682445049286,Toxic,Low Toxic,anger,0.6450393199920654
0026c91011e3ae35,"Could you do a precis of the material instead of just downloading a whole lot of stuff from somewhere else on the internet? I am only one editor here, but I do feel that the material you have provided could be cut down to fit the format of this article. More info could be provided in a seperate wikipedia article if necessary.",-0.2331061065196991,Non-Toxic,Non-Toxic,joy,0.51519376039505
0027160ca62626bc,"Please stop. If you continue to vandalize Wikipedia, as you did to Kmart, you will be blocked from editing.    
 :If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0.14490054547786713,Toxic,Low Toxic,anger,0.6687636971473694
0027c21bc4637efd,I was merely apologising for my interference ;),-0.33343034982681274,Non-Toxic,Non-Toxic,anger,0.9181019067764282
00293511a845d344,This is a REDIRECT discussion page. Please do not leave article related discussion here.  Please go to the article's discussion page.,-0.3690367341041565,Non-Toxic,Non-Toxic,joy,0.8045178651809692
002a3ebaaa51f17a,"* Maybe you should have a read of that one too. Since I've decided to assist with articles on wikipedia, you have made the experience nothing but hell you piece of shit. Pull your finger out of your bureaucratic arse and rot in hell.",0.717337429523468,Toxic,High Toxic,anger,0.7987543344497681
002b41238214233e,"But there's only one EP and one album, which is really also an EP. Even in the 70s, it would have been considered an EP, although it could have been considered an album by length in the 50s or the 60s. This is my point. They don't have two full-length albums.",-0.05318138375878334,Non-Toxic,Non-Toxic,joy,0.6126418709754944
002fec87c1465bd8,"i would like to take a moment of my time to apologize for leaving my workstation long enough for an idiot to use my IP to be an idiot... it wont happen again, i promise. im sure he meant this hyde, who, as it turns out, is male. he has been explained to why that was vandalism, and why obsessing over Jrock is silly.",0.2287723571062088,Toxic,Low Toxic,joy,0.9138738512992859
00314b8e8314b445,"They're good enough that they can no longer be considered for speedy deletion. The rationales are acceptable; the actual use may still be an issue needing review, and that I would take to FFD if necessary.",-0.013089640066027641,Non-Toxic,Non-Toxic,joy,0.9944848418235779
0031db73bf0939c3,to fuck you and ur family,0.5503168702125549,Toxic,High Toxic,anger,0.9776993989944458
0032e594263182fc,HI FRANKIE HOW ARE YOU I HEARD YOU LIKE TO SUCK FAT DICK AND PUT IT IN YOUR EAR WHOLES,0.5881404876708984,Toxic,High Toxic,joy,0.6587680578231812
003994b922637eee,"Slavery is forbidden in Islam?  That seems to run counter to history.  Weren't the Mamluks, simply to mention one group, former slaves?",0.04159998148679733,Toxic,Low Toxic,anger,0.8782660365104675
003c6a7652d31202,Please do move my comment there to legitimize everything. I really don't know how to do things here. all i know is just to edit.,-0.37482792139053345,Non-Toxic,Non-Toxic,joy,0.8032642006874084
003c73565c434b4b,Looks like this was an old issue so I took the liberty of removing it. I don't see any difference between the non-spaced version and the spaced version now. The spaced version just makes the intro look very strange.,-0.03540489450097084,Non-Toxic,Non-Toxic,fear,0.5957241058349609
003d82f5e461ad76,"**I just revamped WP:FART, I thought a little housekeeping would give it more street cred.",-0.13230694830417633,Non-Toxic,Non-Toxic,joy,0.6221310496330261
003deb1d3dff6793,Does J.P. Harris have anything to say about the Ancre?,-0.28400516510009766,Non-Toxic,Non-Toxic,anger,0.6496601700782776
003ea5201eae8fec,REDIRECT Talk:Pieter Melvill van Carnbee (1743-1826),-0.3802007734775543,Non-Toxic,Non-Toxic,joy,0.5852696895599365
003ec3dbae5dc8a7,The information looks good.  What you need to do now is remove the  template.,-0.016183864325284958,Non-Toxic,Non-Toxic,joy,0.9934083223342896
003fc0a59f6f977f,"Do the Macareena, you old coot.",-0.3890199065208435,Non-Toxic,Non-Toxic,anger,0.859569787979126
003fc837ea217bc2,"Another item that should be considered: WP's goal to serious institution and its policy not to hurt people gratuitously apply to all articles, regardless if their subjects are living or dead.",0.2509755790233612,Toxic,Low Toxic,joy,0.36391007900238037
003fcf8c7df1b038,"Don't feed the troll

 Responding with taunting is exactly the wrong way to respond.  Don't feed the troll.  Remove the post without comment, or don't do anything at all.",0.1619451940059662,Toxic,Low Toxic,anger,0.9794757962226868
003fd5c24c970c1c,The original Homophobia in the Black Diasporic community article is god awful.  So I moved that articles information here.,-0.10339086502790451,Non-Toxic,Non-Toxic,anger,0.6475906372070312
004078790485c9ea,"Your a disgrace

 For you I am going to keep this simple You are a disgrace and you give admins a bad name. Is because of editors like you that Wikipeda sucks to edit and continues to not only lose editors but its editors like you that prevent new editors from joining. Kumi",-0.09789622575044632,Non-Toxic,Non-Toxic,anger,0.4884374141693115
00410d7506f22d90,"That policy if it ever existed is not the policy now, and when every other map in the media shows the status of same sex marriage law (not effect) how would such a policy reflect on Wikipedia, which is supposed to be the most current source of encyclopedic information in the world?",-0.0025965638924390078,Non-Toxic,Non-Toxic,joy,0.6848812699317932
00419d13372bdd27,"While I tend to agree with all of this and am as slightly annoyed as anyone that we appear to have been blamed even though our article was accurate and respectful at all times, and Mr. Roth was treated with dignity and respect at all times... it's always in my nature to think about how we might do better in the future.",-0.01925448328256607,Non-Toxic,Non-Toxic,anger,0.9877410531044006
004248aaf2a0405d,KSchwartz is an annoying person who often smells of rotten fish and burnt animal hair.  He has a passing interest in Wikipedia.,0.28329285979270935,Toxic,Low Toxic,anger,0.9595261812210083
0043c91b8619691c,"I came across the lawsuit info while I was doing research to see if the entry was notable. That what was came up for Coit Cleaners. I understand how you feel, and if what you say is true (that it was a bullshit suit), it really sucks that your Grandfather had to go through that  there's nothing worse that being falsely accused. However, I was just describing  the facts of the case, that's all I can do.",-0.19635635614395142,Non-Toxic,Non-Toxic,joy,0.9519400596618652
0043d859042ff14c,You should not always ask me about everything. I am not kind of wiseman. Try to ask at WP:AN. I really do not know.,-0.2898257374763489,Non-Toxic,Non-Toxic,joy,0.9772505164146423
00441d96a027ea2d,SURKHAIL IS GAY AND A WASTE OF TYME LOOL LOL!!!,0.271674245595932,Toxic,Low Toxic,anger,0.7283000349998474
004515df90b06ef9,All the other DAPs have similar links and no one has complained.,-0.22808554768562317,Non-Toxic,Non-Toxic,anger,0.9170610904693604
004540f1a3bba137,"also fwiw I nominated polyamorous people for deleting, take a look and weigh in if you like.",-0.3284313678741455,Non-Toxic,Non-Toxic,anger,0.9699277281761169
00463993d4325375,Please review the conflict of interest guideline before you begin editing again.,0.004065822809934616,Toxic,Low Toxic,joy,0.6698098182678223
004651d6884295bf,jonhs a big fat smelly russian warrier who live in china town be side the fat hamster scary fagit who ha one eye and tits,0.1672586351633072,Toxic,Low Toxic,anger,0.8116380572319031
0046db897eaa12e7,ur a dick ,0.5944135189056396,Toxic,High Toxic,anger,0.7063418626785278
0046f41333aebfe7,"Since you have no further defence of your unsubstantiated claims of unreliability, or to your oversight of precise statements in the provided citations that Israel indeed broke the ceasefire (thus rendering your claim of 'editorialising' refuted), I will post a WP:3O.",0.1193154975771904,Toxic,Low Toxic,anger,0.4833378195762634
0047582c40509d2d,Thank you very much for your review! And didn't you know pony people are the most important people around...closely followed by the bishop people? *grin* Thanks again.,-0.38952553272247314,Non-Toxic,Non-Toxic,joy,0.9887790679931641
004793abaf67dd8e,YOUR MOM LIKES TO GOLF WITH MY DADS BIG BALLS!!!,0.09862587600946426,Toxic,Low Toxic,joy,0.800369381904602
004902b29a55acae,"mmm, the see also's a crap. why list of bands from europe?  User:arieriswandy",-0.2261005938053131,Non-Toxic,Non-Toxic,joy,0.7324767112731934
00499c7740639d54,I have 10 pictures of armed gaddafi loyalists (mostly from 2013-2014) they are all taken from facebook/YT videos would they be classified as fair use?,-0.10210824012756348,Non-Toxic,Non-Toxic,joy,0.9375240206718445
004c7175222a0874,"Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Henry Hudson, you will be blocked from editing.",0.09730350971221924,Toxic,Low Toxic,anger,0.8143991827964783
004d08f9a5ac222c,Are you also suggesting all paintings of black moors are fake too? are you saying that they should be white?,0.2755142152309418,Toxic,Low Toxic,anger,0.5920465588569641
004f5138a0806616,"Assyrian nationalists should just go back to using  instead of drawing a new flag every five years and then shout at each other over it. Seriously, it looks undignified to any bystander.",-0.1688198298215866,Non-Toxic,Non-Toxic,anger,0.6338934302330017
004f9b912485577f,"this is realy crap man Boots is one tite ass who treats its staff like slaves, mister richard you realy need to calm the preasure on the staff hire more staff and stop it with your gridy ideas that will fail the company, P.S a very deapreciated staff that has so much potential.",0.24862736463546753,Toxic,Low Toxic,joy,0.6469613909721375
00500c89c524d462,she was a horny leader.earthgirls are easy to fuck.,0.7956636548042297,Toxic,High Toxic,love,0.625026524066925
0052080181d4bb59,"EdJohnston you are wrong, I did not file the report, BenHen1997 did. You also did not block the other person but only one of the several IPs they were using.",-0.18034493923187256,Non-Toxic,Non-Toxic,anger,0.9683462381362915
0052e5508d893965,go fuck yourself ...cunt,0.806510865688324,Toxic,High Toxic,anger,0.8647359609603882
00531c5e44a0f7b1,"WHAT THE HELL 

   Justin",-0.1332726627588272,Non-Toxic,Non-Toxic,anger,0.6654683351516724
0054acabba861c90,"* Delete, combine the apparent controversy of this link and that I think most articles have too many external links (this is what search engines are for).  June 29, 2005 02:31 (UTC)",-0.17098870873451233,Non-Toxic,Non-Toxic,anger,0.8166123032569885
0055d8bd8cc6bdcf,Would you stop it already? WP:TE,0.038269106298685074,Toxic,Low Toxic,anger,0.7178466320037842
005632783e0a710e,running into houses and killing people...... shame.....,0.2866179347038269,Toxic,Low Toxic,anger,0.9452751278877258
00581f9073b44b38,"this whole wiki is misinformation, note new world order (CONSPIRACY THEORY) uh, I think we've proved they exist so its not a theory any longer is it...fucking tool's",0.5517441034317017,Toxic,High Toxic,anger,0.8104031682014465
005875658c15a8dc,"WP:SOAPBOX, WP:FORUM, etc. Please engage in your conspiratorial fantasies elsewhere.",-0.36563339829444885,Non-Toxic,Non-Toxic,joy,0.868587076663971
00587ac3969af38c,The specific page linked to is just junk in regards to our policies on sources - check it for yourself.,-0.1974504142999649,Non-Toxic,Non-Toxic,sadness,0.34773504734039307
005a70436655b05c,Supporting gay rights does not put him in opposition with his church. If he supported gay marriage that would.,0.35611698031425476,Toxic,Low Toxic,joy,0.44860002398490906
005bd529d8419f82,"The rapcore article cites 15 sources which back up all information stated, including the basics of the genre. The only person who is evading anything is Ridernyc, who avoids any instance in which he would be forced to admit that he is wrong.",0.04205157235264778,Toxic,Low Toxic,anger,0.8828259110450745
005cb5a153394bf7,"just a community post: isnt DB2FSS a First trimester screening, a prenatal test aimed to detect diseases or conditions in a fetus or embryo",-0.20630109310150146,Non-Toxic,Non-Toxic,joy,0.8836987018585205
005d15b15b4c5f63,"Tom is right. Here's a simple solution: Remove quotes from sources that do not explain their analysis. I've said this before and the ridiculous quote remains. Without objection, I would like to clean-up unreliable sources who are spewing pure hate and don't even bother to justify their postions.",0.1797379106283188,Toxic,Low Toxic,anger,0.8389841914176941
005f2ece64799178,I hate everything @$$,-0.07025578618049622,Non-Toxic,Non-Toxic,anger,0.9577764868736267
005f47397e07e12f,"Eek, but shes cute in an earthy kind of way. Cant sing for shit though. Thanks for giving me an unhappy memory.",0.07037361711263657,Toxic,Low Toxic,joy,0.5175514817237854
005fcbdbea0017f7,Found' them? He has already told us that the documents concern his registration of the name 'El Marino'. As to whether these supposed documents say anything whatsoever about a newspaper published in 1917 I have no idea - but they aren't a third-party source either way. They are primary-source documents confirming his personal actions.,-0.14920559525489807,Non-Toxic,Non-Toxic,joy,0.5521232485771179
0060ffb1174942c8,"Hullaballoo Wolfowitz believes that editors should comply with WP:RS, which requires editors to be careful about circular referencing, as quoted from the applicable policy above.  aparently doesn't support complying with this policy, or WP:CIVIL, or WP:NPA.",0.15561890602111816,Toxic,Low Toxic,joy,0.976171612739563
0062f4a9f84afcd6,"Thanks for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.     (comment moved from user page by  )",-0.3316212296485901,Non-Toxic,Non-Toxic,joy,0.9838305711746216
006394f6e66d362d,This page is a complete nonsense... The tallest mountain on Sal island is Monte Grande (as also mentioned in the page)... Does Sal have two tallest mountains ??,-0.17111603915691376,Non-Toxic,Non-Toxic,joy,0.6104117035865784
0064b3e9f65f78e7,"You still don't get it man, the RECOUNT has been declared.  The race itself hasn't yet because of the challenge, but the recount's results have declared Franken the winner of the recount.  Sorry, but you need to back off and accept the fact that technically Franken is the winner of the recount until the courts say any different.",0.08612515032291412,Toxic,Low Toxic,joy,0.8984982371330261
0064b4200305c664,"for all peoples living East of a certain line, like the Vistula, because he distinguishes them from other large ethnic groups in the same area, the Fenni (probably Finno-Ugric) and the Sarmatians themselves. Taking that together with Jordanes'",-0.22003795206546783,Non-Toxic,Non-Toxic,joy,0.5737916231155396
0066fcd6fc78151a,does she respect howard stern's penis?,-0.050037283450365067,Non-Toxic,Non-Toxic,anger,0.9012879729270935
0068183d5334c05b,", but you should really try some of that good GRILLED DICK",0.4683629274368286,Toxic,Low Toxic,joy,0.9366465210914612
0068a2513b819cbd,"Fair enough.  I don't think I'd have trouble getting more cites, but I don't see the value in showing that many people disagree with the result: this is something most people will already have an opinion on.  I just wanted to insert a citation that says that showed the FIG ruling wasn't the end of the public opinion on the issue.",0.08122853189706802,Toxic,Low Toxic,anger,0.49072372913360596
006a703e116e7ee8,If the indigenous population is so low why do they think they deserve everything,-0.06050713732838631,Non-Toxic,Non-Toxic,sadness,0.772183358669281
006beb8649b70d99,and lewd sex in China,0.08168599009513855,Toxic,Low Toxic,anger,0.8733457326889038
006d7b5d3ad1e8d6,"I absolutely agree with you. Something is very wrong with my English if you misunderstood me as though I said all Haredim regected Rabbi Hirsch's way. What I said was actually quite the opposite:In the beginning Agudat Israel was based on the legacy of Torah im Derech Erech. Afterwards, the Litvaks changed it, but even today there is no dichotomy between Agudat Israel and Rabbi Hirsch's way.",0.20544691383838654,Toxic,Low Toxic,anger,0.8647368550300598
0070bebd6e8fd4af,go suck some fucking cock and stop blocking my edits u cock.,0.8559041619300842,Toxic,High Toxic,anger,0.9271348118782043
0071940212267fea,"Well, it sucks to have a university to be nicknameless. And it's the first time in NCAA history that it has happened. /",-0.09634211659431458,Non-Toxic,Non-Toxic,anger,0.4209616184234619
0073068ecad94106,"Melanie; PLEASE read previous debates on these very issues. (PS; are you hitting the Save page button multiple times? several server hangups - sometimes happens when two people are simultaneously submitting) Article used to have extensive discussion of Limbaugh's cost analysis and logic, BUT to include material on Limbaugh's cost analysis and logic, you then have to include Limbaugh's ACTUAL cost analysis and logic. It isn't anywhere on the page, not because nobody knows what it was, but because the controversy being dealt with in this page is ENTIRELY about sexist and misogynistic language. Consensus has been established several times on the subject, and always coalesces around excluding it. PERSONALLY, I do NOT want to have to include the math through which Limbaugh came up with his calculation s that Fluke was having sex at least 3 times a day to justify the number, and I cannot believe that you want to renew the debate.",-0.06462663412094116,Non-Toxic,Non-Toxic,anger,0.7909262180328369
007347667889fc34,?????????????? You added and the opposing Mukti Bahini fighters which were supported by Indian Army. So you think that is not duplication????????????????? Or you think the rebels were so bad they ought be mentioned twice in the lede?????????????????????????????????,-0.10426004230976105,Non-Toxic,Non-Toxic,anger,0.4545612633228302
0074e9e50532d8fa,Thanks for your response.  I'll nominate them today.,-0.7041937112808228,Non-Toxic,Non-Toxic,joy,0.9815738797187805
00755db353a12f44,Hello everyone I'm just here to tell you that you're all freaks,-0.16755536198616028,Non-Toxic,Non-Toxic,joy,0.41696035861968994
0075ff203b6e7d6d,See the Wikipedia article on specific impulse.,-0.36281856894493103,Non-Toxic,Non-Toxic,joy,0.8564649820327759
00760322e8084f55,"Agreed. Moreover, the recent additions place an undue emphasis on arguments in court briefs, much of which will become far less salient after the Supreme Court actually decides the case in a few months. –  ·",0.28404349088668823,Toxic,Low Toxic,joy,0.9750775694847107
00768ff5e3f93322,"Stop vandalizing the Sheryl Swoopes article, or you will be banned.",0.03942405432462692,Toxic,Low Toxic,anger,0.744787335395813
0078e03e2556b416,"Thank you for your suggestion. When you feel an article needs improvement, please feel free to make those changes.  Wikipedia is a wiki, so anyone can edit almost any article by simply following the  link at the top. The Wikipedia community encourages you to be bold in updating pages. Don't worry too much about making honest mistakes — they're likely to be found and corrected quickly. If you're not sure how editing works, check out how to edit a page, or use the sandbox to try out your editing skills.  New contributors are always welcome. You don't even need to log in (although there are many reasons why you might want to).",0.28051358461380005,Toxic,Low Toxic,joy,0.9963476061820984
00795a46cc1c7816,"T IS PEOPLE LIKE YOU THAT MAKE WIKIPEDIA HORRIBLE. BLOCKING SCHNITZELMANGREEK FOR NO REASON!GET A LIFE YOU LOSER OR I'L KILL YOU, YOU WIFE, AND CHILDREN!!!!BURN IN HELL!!I LIGHT YOUR CORPSE LIKE FIREWOOD!!BEWARE-YOU AND YOUR FAMILY. I DARE YOU TO TALK BACK TO ME AND SEE WHAT HAPPENS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!SO WHATS IT GOING TO BE!!!!!!!!!!!Fuckin Nigga'  
   +   
   + I managed to track your adderess and will hunt you down in your sleep. I WILL SHOOT YOU AND CUT YOUR CHILDREN UP!!!!!!!!!!! JUST, I DARE YOU TO TALK BACK TO ME OR BLOCK ME FOR DEATH THREATS!!!JUST SEE WHAT I'LL DO!!!!!!!!!!  
   +   
   + This isn't vandilism, its A SERIOUS DEATH THREAT!! UNBLOCK SchnitzelManGreek!!!! Get a life you loser or I'll kill you FUCKING BITCH!!!!!!!",0.8392212986946106,Toxic,High Toxic,anger,0.9078589081764221
007ab9116b865d64,"Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Warwick School, you will be blocked from editing.",0.1147078201174736,Toxic,Low Toxic,anger,0.8062829971313477
007aec85ba5ab379,", so I propose merging African Bush Elephant into African Savanna Elephant",-0.15412820875644684,Non-Toxic,Non-Toxic,joy,0.6159310936927795
007d75123ac09c87,"Rob, I actually like having you around for no other reason than you have a different POV from those with a Christian perspective.  However, I also find you to be overly disruptive.  Yes, I understand, as well as everyone else, your position that factual evidence does not exist.  Yes, we understand that there are scholars that support that position.  No, they are not the majority.  They are not even a significant minority.  They are a very small group that contends Jesus did not exist.  You have registered your POV and we are aware of it.  I ask that you now move on and address the article as a whole and accept that your position has already been accounted for in the article.  When you fight so hard and become so obstinate, you lose the respect of your fellow editors and your POV is shut out almost completely.  You have become a source of conflict and contention.  Please recognize that your current methods are not working.  Find another way to interact with your fellow editors so that your POV is at least a chance of being heard.",-0.08719925582408905,Non-Toxic,Non-Toxic,anger,0.8465897440910339
007d79de592ecb74,"Thank you for experimenting with the page zinc on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",-0.06243368610739708,Non-Toxic,Non-Toxic,joy,0.9894140958786011
007e29f0315dd5f2,"It's a recommendation. That's the point, keep this stuff off the main space.",-0.4461059272289276,Non-Toxic,Non-Toxic,joy,0.5250365734100342
007e9c51523a40f2,"Um that is your opinion i belive DBZ tenchaichi 3 and the last of the original bodikai for the PS2 bodikai 3 is just as good as virtua fighter, tekken, DOA and other well known fighting games. So come into reality and notice that everything you think is fact that is just base on what you think is highly unimpaortant and is mediocre in the eyes of others that actually do research on the subject. You havent even stated anything about the game itself you just started of by saying thats a crappy series OR its not any good LOL. Anyway even if you did your research with hardcore evidence that say these games suck huge balls or is poo and the games are a craptistic series and user Sabishi Kage is indeed a suck up and a yes man that is not neaded here on wikipedia. And also if you two are going to start an edit war over something that is not even related to this article and is childish as Kim Kusanagi paragraph maybe you to should exchange your yahoo user names or myspace user names or whatever to argue. BUT not here on this DISSCUSSION PAGE. And Kim Kusanagi when you screw things up, you deserved to be bashed and even physically punished.....WOW you need therapy about child hood realated issues buddy, mabey its because of your dad, your mom or possibly your grandfather beating on you? That is obviously some words said by someone that needs help mentaly most likely due to incidents done when you were a child. I mean, who say or even type something like that? You have only added a useless sentence to this page until you came up with this paragraph that shows you have anger issues, you used to get beaten on and you belive what you say goes without any research (more clearly without say) Get your facts straight LOL ......,  .",0.279236763715744,Toxic,Low Toxic,sadness,0.9267740249633789
007f494cc22876c3,"When speaking of getting blocked, you talk from multiple experience.",-0.17745810747146606,Non-Toxic,Non-Toxic,anger,0.5534058809280396
